ruangan,penghuni,jarak_meter
Ruang_Nemesia,39,49.3
Ruang_Oxalis,66,22.95
Ruang_Plumeria,43,14.56
Ruang_Statice,66,12.72
Ruang_Verbascum,69,36.32
Ruang_Waterlily,70,16.66
Ruang_ZebraPlant,65,31.12
Ruang_Melati,61,38.85
Ruang_Mawar,47,49.93
Ruang_Anggrek,30,27.52
Ruang_Tulip,70,46.72
Ruang_Matahari,64,42.03
Ruang_Lili,31,8.72
Ruang_Kamboja,38,16.97
Ruang_Kenanga,32,40.44
Ruang_Dahlia,62,28.82
Ruang_Teratai,51,43.93
Ruang_Flamboyan,41,26.47
Ruang_Kana,53,26.58
Ruang_Bougenvil,48,36.46
Ruang_Anyelir,50,43.9
Ruang_Krisan,57,43.81
Ruang_Lavender,63,10.07
Ruang_Sakura,48,6.1
Ruang_Azalea,59,11.07
Ruang_Gardenia,68,11.26
Ruang_Iris,68,31.19
Ruang_Peony,36,12.02
Ruang_Begonia,60,5.01
Ruang_Magnolia,40,19.68
Ruang_Camelia,59,33.44
Ruang_Zinnia,63,36.64
Ruang_Aster,31,11.84
Ruang_Jasmine,41,37.68
Ruang_Hydrangea,59,17.53
Ruang_Freesia,40,25.04
Ruang_Poppy,46,8.98
Ruang_Ranunculus,34,47.73
Ruang_Marigold,67,21.0
Ruang_Verbena,63,11.54
Ruang_Petunia,59,39.07
Ruang_Geranium,53,25.75
Ruang_Cosmos,54,40.41
Ruang_Edelweis,39,44.98
Ruang_Bromelia,39,11.86
Ruang_Heliconia,51,41.76
Ruang_Cempaka,57,29.39
Ruang_Wijayakusuma,60,21.22
Ruang_SedapMalam,45,42.31
Ruang_TapakDara,49,48.93
Ruang_PacarAir,38,29.82
Ruang_BungaSepatu,35,36.41
Ruang_Asoka,47,6.09
Ruang_NusaIndah,39,37.4
Ruang_Kantil,54,34.81
Ruang_Kecubung,60,28.08
Ruang_Soka,61,35.55
Ruang_Lotus,48,9.9
Ruang_Bluebell,63,30.45
Ruang_Daffodil,58,42.57
Ruang_Foxglove,36,45.43
Ruang_Hibiscus,34,33.08
Ruang_Lilac,31,16.27
Ruang_Narcissus,50,12.46
Ruang_Oleander,60,13.02
Ruang_Primrose,58,40.63
Ruang_Snapdragon,45,11.37
Ruang_Wisteria,31,31.81
Ruang_Yarrow,62,32.25
Ruang_Amaryllis,53,42.09
Ruang_Anemone,65,47.08
Ruang_Buttercup,40,46.69
Ruang_Carnation,47,30.59
Ruang_Delphinium,44,20.5
Ruang_Gladiol,32,39.06
Ruang_Heather,50,47.14
Ruang_Honeysuckle,53,36.37
Ruang_Impatiens,62,34.95
Ruang_Larkspur,35,33.16
Ruang_Mimosa,63,7.28
Ruang_Orchid,55,20.88
Ruang_Periwinkle,42,49.04
Ruang_QueenAnne,62,41.59
Ruang_Rhododendron,38,49.54
Ruang_Sunflower,53,48.85
Ruang_Tuberose,48,41.96
Ruang_Violet,42,9.59
Ruang_Wallflower,55,14.02
Ruang_Xeranthemum,52,35.09
Ruang_YuccaBloom,66,29.03
Ruang_Zephyranthes,60,22.53
Ruang_AcaciaBloom,53,12.25
Ruang_Balsam,37,11.71
Ruang_Coreopsis,30,20.72
Ruang_Echinacea,60,25.86
Ruang_ForgetMeNot,53,42.16
Ruang_Gazania,54,41.13
Ruang_Jacaranda,38,45.43
Ruang_Lantana,55,20.25
Ruang_MorningGlory,69,10.55
Ruang_Nemesia,40,8.32
Ruang_Oxalis,38,35.71
Ruang_Plumeria,54,6.5
Ruang_Statice,65,37.38
Ruang_Verbascum,49,30.97
Ruang_Waterlily,39,6.53
Ruang_ZebraPlant,31,31.18
Ruang_Melati,68,39.0
Ruang_Mawar,39,32.04
Ruang_Anggrek,41,8.83
Ruang_Tulip,35,42.08
Ruang_Matahari,44,8.41
Ruang_Lili,57,42.63
Ruang_Kamboja,33,48.92
Ruang_Kenanga,51,8.15
Ruang_Dahlia,60,47.96
Ruang_Teratai,69,38.0
Ruang_Flamboyan,59,36.42
Ruang_Kana,69,39.5
Ruang_Bougenvil,40,20.23
Ruang_Anyelir,60,34.22
Ruang_Krisan,33,13.4
Ruang_Lavender,38,17.67
Ruang_Sakura,44,29.19
Ruang_Azalea,61,44.21
Ruang_Gardenia,70,5.45
Ruang_Iris,38,48.18
Ruang_Peony,69,34.44
Ruang_Begonia,50,48.55
Ruang_Magnolia,42,6.61
Ruang_Camelia,46,18.61
Ruang_Zinnia,43,21.34
Ruang_Aster,40,16.25
Ruang_Jasmine,39,7.27
Ruang_Hydrangea,31,37.67
Ruang_Freesia,46,38.15
Ruang_Poppy,59,20.38
Ruang_Ranunculus,56,26.7
Ruang_Marigold,44,31.87
Ruang_Verbena,69,31.61
Ruang_Petunia,47,14.29
Ruang_Geranium,47,30.6
Ruang_Cosmos,53,44.95
Ruang_Edelweis,59,10.73
Ruang_Bromelia,39,7.5
Ruang_Heliconia,65,40.95
Ruang_Cempaka,40,44.49
Ruang_Wijayakusuma,54,7.11
Ruang_SedapMalam,37,20.06
Ruang_TapakDara,62,34.07
Ruang_PacarAir,56,48.85
Ruang_BungaSepatu,60,13.79
Ruang_Asoka,67,24.16
Ruang_NusaIndah,55,39.41
Ruang_Kantil,61,10.13
Ruang_Kecubung,69,9.56
Ruang_Soka,40,31.37
Ruang_Lotus,61,23.23
Ruang_Bluebell,38,42.8
Ruang_Daffodil,52,27.54
Ruang_Foxglove,66,24.1
Ruang_Hibiscus,66,8.65
Ruang_Lilac,62,24.82
Ruang_Narcissus,48,48.01
Ruang_Oleander,68,42.89
Ruang_Primrose,65,7.16
Ruang_Snapdragon,54,24.16
Ruang_Wisteria,30,20.21
Ruang_Yarrow,35,44.03
Ruang_Amaryllis,61,16.1
Ruang_Anemone,60,28.98
Ruang_Buttercup,52,14.58
Ruang_Carnation,53,19.18
Ruang_Delphinium,57,33.7
Ruang_Gladiol,39,22.04
Ruang_Heather,40,42.02
Ruang_Honeysuckle,37,30.39
Ruang_Impatiens,58,38.71
Ruang_Larkspur,34,37.35
Ruang_Mimosa,48,22.11
Ruang_Orchid,57,30.23
Ruang_Periwinkle,61,16.72
Ruang_QueenAnne,46,33.18
Ruang_Rhododendron,37,44.56
Ruang_Sunflower,64,36.37
Ruang_Tuberose,64,25.73
Ruang_Violet,31,14.12
Ruang_Wallflower,50,11.47
Ruang_Xeranthemum,31,10.74
Ruang_YuccaBloom,51,33.81
Ruang_Zephyranthes,63,40.26
Ruang_AcaciaBloom,42,27.82
Ruang_Balsam,64,32.32
Ruang_Coreopsis,68,38.37
Ruang_Echinacea,37,38.41
Ruang_ForgetMeNot,47,45.87
Ruang_Gazania,55,48.9
Ruang_Jacaranda,40,23.23
Ruang_Lantana,36,41.04
Ruang_MorningGlory,62,25.94
Ruang_Nemesia,69,14.01
Ruang_Oxalis,48,32.63
Ruang_Plumeria,36,31.95
Ruang_Statice,60,22.35
Ruang_Verbascum,66,25.13
Ruang_Waterlily,52,8.62
Ruang_ZebraPlant,61,23.74
Ruang_Melati,53,34.49
Ruang_Mawar,63,33.14
Ruang_Anggrek,35,39.38
Ruang_Tulip,70,33.04
Ruang_Matahari,36,15.57
Ruang_Lili,65,47.97
Ruang_Kamboja,55,35.09
Ruang_Kenanga,44,29.02
Ruang_Dahlia,57,11.37
Ruang_Teratai,68,17.48
Ruang_Flamboyan,31,14.86
Ruang_Kana,59,16.98
Ruang_Bougenvil,55,30.13
Ruang_Anyelir,56,29.39
Ruang_Krisan,66,15.16
Ruang_Lavender,69,19.29
Ruang_Sakura,42,24.28
Ruang_Azalea,57,12.32
Ruang_Gardenia,37,6.06
Ruang_Iris,59,15.49
Ruang_Peony,42,24.77
Ruang_Begonia,39,49.31
Ruang_Magnolia,70,49.57
Ruang_Camelia,60,35.44
Ruang_Zinnia,36,17.49
Ruang_Aster,49,19.8
Ruang_Jasmine,52,29.71
Ruang_Hydrangea,64,42.99
Ruang_Freesia,43,35.28
Ruang_Poppy,66,8.73
Ruang_Ranunculus,35,27.53
Ruang_Marigold,64,27.29
Ruang_Verbena,59,48.42
Ruang_Petunia,44,18.37
Ruang_Geranium,39,49.07
Ruang_Cosmos,50,39.58
Ruang_Edelweis,34,18.81
Ruang_Bromelia,47,31.05
Ruang_Heliconia,50,42.08
Ruang_Cempaka,48,44.7
Ruang_Wijayakusuma,56,38.12
Ruang_SedapMalam,31,11.33
Ruang_TapakDara,57,6.67
Ruang_PacarAir,33,10.04
Ruang_BungaSepatu,59,12.23
Ruang_Asoka,57,40.08
Ruang_NusaIndah,46,29.64
Ruang_Kantil,69,6.91
Ruang_Kecubung,31,5.95
Ruang_Soka,44,33.96
Ruang_Lotus,60,42.83
Ruang_Bluebell,66,49.77
Ruang_Daffodil,34,49.47
Ruang_Foxglove,63,24.73
Ruang_Hibiscus,68,43.46
Ruang_Lilac,49,11.18
Ruang_Narcissus,49,21.96
Ruang_Oleander,68,13.02
Ruang_Primrose,69,46.98
Ruang_Snapdragon,61,47.08
Ruang_Wisteria,32,38.56
Ruang_Yarrow,59,36.69
Ruang_Amaryllis,31,47.94
Ruang_Anemone,49,37.0
Ruang_Buttercup,51,31.99
Ruang_Carnation,47,20.37
Ruang_Delphinium,65,31.12
Ruang_Gladiol,41,45.16
Ruang_Heather,37,7.41
Ruang_Honeysuckle,45,36.74
Ruang_Impatiens,50,34.16
Ruang_Larkspur,48,10.19
Ruang_Mimosa,67,15.77
Ruang_Orchid,60,38.77
Ruang_Periwinkle,52,40.02
Ruang_QueenAnne,66,22.55
Ruang_Rhododendron,67,12.07
Ruang_Sunflower,42,14.69
Ruang_Tuberose,53,6.89
Ruang_Violet,42,17.76
Ruang_Wallflower,62,31.09
Ruang_Xeranthemum,49,44.55
Ruang_YuccaBloom,66,16.43
Ruang_Zephyranthes,56,23.34
Ruang_AcaciaBloom,35,8.03
Ruang_Balsam,41,36.29
Ruang_Coreopsis,70,33.46
Ruang_Echinacea,51,31.47
Ruang_ForgetMeNot,50,43.91
Ruang_Gazania,51,18.0
Ruang_Jacaranda,68,28.2
Ruang_Lantana,41,22.44
Ruang_MorningGlory,41,30.87
Ruang_Nemesia,34,32.66
Ruang_Oxalis,49,12.8
Ruang_Plumeria,55,44.28
Ruang_Statice,42,33.7
Ruang_Verbascum,38,11.22
Ruang_Waterlily,64,38.84
Ruang_ZebraPlant,60,43.04
Ruang_Melati,64,15.17
Ruang_Mawar,37,44.4
Ruang_Anggrek,34,24.65
Ruang_Tulip,57,15.48
Ruang_Matahari,38,32.77
Ruang_Lili,50,20.93
Ruang_Kamboja,70,42.83
Ruang_Kenanga,68,49.02
Ruang_Dahlia,64,22.12
Ruang_Teratai,44,11.83
Ruang_Flamboyan,66,24.73
Ruang_Kana,36,31.69
Ruang_Bougenvil,43,47.17
Ruang_Anyelir,52,28.78
Ruang_Krisan,33,14.7
Ruang_Lavender,62,35.78
Ruang_Sakura,45,17.01
Ruang_Azalea,40,37.68
Ruang_Gardenia,42,30.81
Ruang_Iris,39,27.26
Ruang_Peony,44,40.89
Ruang_Begonia,51,38.64
Ruang_Magnolia,67,37.13
Ruang_Camelia,35,6.27
Ruang_Zinnia,56,42.34
Ruang_Aster,70,17.03
Ruang_Jasmine,54,20.8
Ruang_Hydrangea,36,10.25
Ruang_Freesia,33,24.28
Ruang_Poppy,59,44.01
Ruang_Ranunculus,48,25.99
Ruang_Marigold,54,29.73
Ruang_Verbena,48,5.18
Ruang_Petunia,46,31.48
Ruang_Geranium,43,11.61
Ruang_Cosmos,69,45.89
Ruang_Edelweis,69,22.44
Ruang_Bromelia,38,41.57
Ruang_Heliconia,30,19.49
Ruang_Cempaka,57,14.66
Ruang_Wijayakusuma,37,19.35
Ruang_SedapMalam,34,8.12
Ruang_TapakDara,33,17.73
Ruang_PacarAir,47,49.96
Ruang_BungaSepatu,65,48.1
Ruang_Asoka,55,34.84
Ruang_NusaIndah,50,38.58
Ruang_Kantil,61,43.29
Ruang_Kecubung,64,31.03
Ruang_Soka,41,49.84
Ruang_Lotus,69,39.61
Ruang_Bluebell,50,8.24
Ruang_Daffodil,59,49.45
Ruang_Foxglove,64,24.23
Ruang_Hibiscus,61,37.18
Ruang_Lilac,60,41.21
Ruang_Narcissus,51,11.97
Ruang_Oleander,50,33.57
Ruang_Primrose,30,30.82
Ruang_Snapdragon,59,33.57
Ruang_Wisteria,36,24.22
Ruang_Yarrow,62,13.79
Ruang_Amaryllis,34,26.67
Ruang_Anemone,30,24.76
Ruang_Buttercup,41,49.04
Ruang_Carnation,53,8.98
Ruang_Delphinium,51,33.18
Ruang_Gladiol,32,49.22
Ruang_Heather,64,34.31
Ruang_Honeysuckle,49,19.76
Ruang_Impatiens,44,23.23
Ruang_Larkspur,40,23.71
Ruang_Mimosa,42,6.96
Ruang_Orchid,48,34.64
Ruang_Periwinkle,47,46.79
Ruang_QueenAnne,67,6.37
Ruang_Rhododendron,59,24.98
Ruang_Sunflower,40,15.79
Ruang_Tuberose,61,8.03
Ruang_Violet,52,37.14
Ruang_Wallflower,53,33.13
Ruang_Xeranthemum,50,35.57
Ruang_YuccaBloom,57,20.42
Ruang_Zephyranthes,58,41.23
Ruang_AcaciaBloom,33,5.68
Ruang_Balsam,60,18.62
Ruang_Coreopsis,33,27.61
Ruang_Echinacea,67,33.77
Ruang_ForgetMeNot,35,41.16
Ruang_Gazania,56,9.6
Ruang_Jacaranda,34,7.18
Ruang_Lantana,60,46.1
Ruang_MorningGlory,32,31.41
Ruang_Nemesia,64,23.0
Ruang_Oxalis,47,24.92
Ruang_Plumeria,57,13.86
Ruang_Statice,31,41.5
Ruang_Verbascum,68,6.33
Ruang_Waterlily,48,6.88
Ruang_ZebraPlant,52,39.04
Ruang_Melati,55,6.35
Ruang_Mawar,61,19.52
Ruang_Anggrek,53,49.18
Ruang_Tulip,65,41.63
Ruang_Matahari,31,17.09
Ruang_Lili,67,6.72
Ruang_Kamboja,49,20.56
Ruang_Kenanga,64,27.19
Ruang_Dahlia,43,48.88
Ruang_Teratai,31,32.4
Ruang_Flamboyan,34,48.18
Ruang_Kana,42,48.48
Ruang_Bougenvil,42,34.85
Ruang_Anyelir,68,25.46
Ruang_Krisan,51,44.18
Ruang_Lavender,66,5.46
Ruang_Sakura,32,34.48
Ruang_Azalea,59,16.2
Ruang_Gardenia,51,20.62
Ruang_Iris,48,10.94
Ruang_Peony,35,17.25
Ruang_Begonia,34,36.59
Ruang_Magnolia,65,28.63
Ruang_Camelia,42,41.92
Ruang_Zinnia,39,43.5
Ruang_Aster,48,31.73
Ruang_Jasmine,37,12.35
Ruang_Hydrangea,31,38.48
Ruang_Freesia,38,7.19
Ruang_Poppy,47,14.91
Ruang_Ranunculus,57,38.27
Ruang_Marigold,48,45.43
Ruang_Verbena,30,26.21
Ruang_Petunia,54,7.22
Ruang_Geranium,44,15.43
Ruang_Cosmos,48,22.25
Ruang_Edelweis,69,7.61
Ruang_Bromelia,63,14.99
Ruang_Heliconia,70,40.43
Ruang_Cempaka,70,35.75
Ruang_Wijayakusuma,68,44.19
Ruang_SedapMalam,33,34.72
Ruang_TapakDara,46,24.48
Ruang_PacarAir,34,33.38
Ruang_BungaSepatu,68,27.53
Ruang_Asoka,32,17.93
Ruang_NusaIndah,38,43.06
Ruang_Kantil,53,44.91
Ruang_Kecubung,35,33.33
Ruang_Soka,36,28.39
Ruang_Lotus,66,30.55
Ruang_Bluebell,30,19.88
Ruang_Daffodil,39,48.67
Ruang_Foxglove,48,30.8
Ruang_Hibiscus,47,41.37
Ruang_Lilac,35,30.25
Ruang_Narcissus,42,8.99
Ruang_Oleander,55,28.15
Ruang_Primrose,35,48.05
Ruang_Snapdragon,56,6.37
Ruang_Wisteria,59,49.95
Ruang_Yarrow,38,21.31
Ruang_Amaryllis,57,33.87
Ruang_Anemone,63,30.02
Ruang_Buttercup,60,41.51
Ruang_Carnation,60,31.79
Ruang_Delphinium,41,29.76
Ruang_Gladiol,30,27.08
Ruang_Heather,61,12.75
Ruang_Honeysuckle,65,47.05
Ruang_Impatiens,45,47.87
Ruang_Larkspur,70,14.05
Ruang_Mimosa,38,29.89
Ruang_Orchid,48,32.35
Ruang_Periwinkle,64,41.94
Ruang_QueenAnne,43,19.7
Ruang_Rhododendron,52,49.02
Ruang_Sunflower,56,38.57
Ruang_Tuberose,37,18.69
Ruang_Violet,36,24.46
Ruang_Wallflower,54,14.05
Ruang_Xeranthemum,70,5.39
Ruang_YuccaBloom,37,49.69
Ruang_Zephyranthes,58,12.21
Ruang_AcaciaBloom,44,36.52
Ruang_Balsam,44,23.9
Ruang_Coreopsis,62,12.09
Ruang_Echinacea,59,8.45
Ruang_ForgetMeNot,35,29.37
Ruang_Gazania,66,39.64
Ruang_Jacaranda,37,9.4
Ruang_Lantana,63,32.54
Ruang_MorningGlory,45,11.47
Ruang_Nemesia,62,18.31
Ruang_Oxalis,59,16.18
Ruang_Plumeria,65,35.73
Ruang_Statice,45,16.12
Ruang_Verbascum,42,26.86
Ruang_Waterlily,40,37.15
Ruang_ZebraPlant,57,25.2
Ruang_Melati,62,40.47
Ruang_Mawar,60,38.36
Ruang_Anggrek,56,17.9
Ruang_Tulip,43,13.0
Ruang_Matahari,58,11.61
Ruang_Lili,59,10.2
Ruang_Kamboja,45,37.67
Ruang_Kenanga,33,15.61
Ruang_Dahlia,55,33.69
Ruang_Teratai,32,38.36
Ruang_Flamboyan,42,37.8
Ruang_Kana,55,36.8
Ruang_Bougenvil,37,23.31
Ruang_Anyelir,60,26.15
Ruang_Krisan,66,7.27
Ruang_Lavender,38,26.05
Ruang_Sakura,63,45.47
Ruang_Azalea,56,35.26
Ruang_Gardenia,30,43.62
Ruang_Iris,49,36.62
Ruang_Peony,58,7.46
Ruang_Begonia,59,26.86
Ruang_Magnolia,45,48.83
Ruang_Camelia,38,15.17
Ruang_Zinnia,61,17.45
Ruang_Aster,52,46.82
Ruang_Jasmine,41,20.69
Ruang_Hydrangea,63,17.81
Ruang_Freesia,70,19.18
Ruang_Poppy,63,10.55
Ruang_Ranunculus,39,36.54
Ruang_Marigold,30,28.85
Ruang_Verbena,67,44.71
Ruang_Petunia,52,45.38
Ruang_Geranium,33,24.53
Ruang_Cosmos,69,39.39
Ruang_Edelweis,59,48.21
Ruang_Bromelia,49,5.19
Ruang_Heliconia,67,44.76
Ruang_Cempaka,69,23.78
Ruang_Wijayakusuma,30,39.0
Ruang_SedapMalam,51,35.01
Ruang_TapakDara,62,29.39
Ruang_PacarAir,32,22.51
Ruang_BungaSepatu,66,25.01
Ruang_Asoka,65,27.26
Ruang_NusaIndah,70,32.04
Ruang_Kantil,60,24.52
Ruang_Kecubung,33,35.4
Ruang_Soka,70,17.34
Ruang_Lotus,59,35.62
Ruang_Bluebell,68,27.43
Ruang_Daffodil,34,21.12
Ruang_Foxglove,68,31.57
Ruang_Hibiscus,35,49.17
Ruang_Lilac,70,8.55
Ruang_Narcissus,52,9.12
Ruang_Oleander,63,18.79
Ruang_Primrose,65,20.78
Ruang_Snapdragon,43,48.46
Ruang_Wisteria,46,37.71
Ruang_Yarrow,52,17.65
Ruang_Amaryllis,41,46.9
Ruang_Anemone,46,30.89
Ruang_Buttercup,50,48.53
Ruang_Carnation,47,49.61
Ruang_Delphinium,56,25.65
Ruang_Gladiol,59,13.51
Ruang_Heather,61,44.04
Ruang_Honeysuckle,51,43.74
Ruang_Impatiens,39,29.82
Ruang_Larkspur,35,19.29
Ruang_Mimosa,30,6.69
Ruang_Orchid,63,29.16
Ruang_Periwinkle,41,47.92
Ruang_QueenAnne,36,39.55
Ruang_Rhododendron,67,12.51
Ruang_Sunflower,36,25.25
Ruang_Tuberose,48,24.85
Ruang_Violet,43,5.3
Ruang_Wallflower,64,41.93
Ruang_Xeranthemum,31,5.91
Ruang_YuccaBloom,41,26.3
Ruang_Zephyranthes,31,46.1
Ruang_AcaciaBloom,64,37.06
Ruang_Balsam,69,41.99
Ruang_Coreopsis,56,36.73
Ruang_Echinacea,60,34.86
Ruang_ForgetMeNot,37,15.89
Ruang_Gazania,69,46.26
Ruang_Jacaranda,36,7.25
Ruang_Lantana,67,27.96
Ruang_MorningGlory,36,43.17
Ruang_Nemesia,56,18.48
Ruang_Oxalis,33,44.19
Ruang_Plumeria,67,36.52
Ruang_Statice,37,22.12
Ruang_Verbascum,38,38.82
Ruang_Waterlily,54,9.04
Ruang_ZebraPlant,65,43.16
Ruang_Melati,66,36.11
Ruang_Mawar,58,19.83
Ruang_Anggrek,51,19.14
Ruang_Tulip,45,40.73
Ruang_Matahari,67,8.98
Ruang_Lili,50,40.34
Ruang_Kamboja,43,6.58
Ruang_Kenanga,38,21.95
Ruang_Dahlia,40,44.37
Ruang_Teratai,60,21.81
Ruang_Flamboyan,31,39.65
Ruang_Kana,65,43.04
Ruang_Bougenvil,57,30.67
Ruang_Anyelir,52,39.54
Ruang_Krisan,62,38.45
Ruang_Lavender,40,17.87
Ruang_Sakura,59,43.47
Ruang_Azalea,35,19.3
Ruang_Gardenia,43,20.32
Ruang_Iris,45,23.2
Ruang_Peony,56,15.27
Ruang_Begonia,60,23.12
Ruang_Magnolia,57,39.48
Ruang_Camelia,67,33.68
Ruang_Zinnia,53,28.3
Ruang_Aster,37,29.35
Ruang_Jasmine,67,37.4
Ruang_Hydrangea,49,46.59
Ruang_Freesia,69,38.87
Ruang_Poppy,37,5.68
Ruang_Ranunculus,66,28.67
Ruang_Marigold,66,33.15
Ruang_Verbena,69,26.78
Ruang_Petunia,56,19.58
Ruang_Geranium,48,41.08
Ruang_Cosmos,70,37.34
Ruang_Edelweis,63,22.14
Ruang_Bromelia,37,41.12
Ruang_Heliconia,69,28.86
Ruang_Cempaka,37,47.18
Ruang_Wijayakusuma,70,41.28
Ruang_SedapMalam,50,15.43
Ruang_TapakDara,68,39.19
Ruang_PacarAir,61,15.01
Ruang_BungaSepatu,61,28.01
Ruang_Asoka,62,48.8
Ruang_NusaIndah,35,17.75
Ruang_Kantil,46,8.57
Ruang_Kecubung,55,7.26
Ruang_Soka,53,17.18
Ruang_Lotus,65,30.96
Ruang_Bluebell,69,21.12
Ruang_Daffodil,59,46.18
Ruang_Foxglove,43,31.05
Ruang_Hibiscus,59,24.04
Ruang_Lilac,52,16.35
Ruang_Narcissus,32,44.01
Ruang_Oleander,59,30.8
Ruang_Primrose,31,30.32
Ruang_Snapdragon,30,8.17
Ruang_Wisteria,60,29.16
Ruang_Yarrow,63,16.27
Ruang_Amaryllis,41,31.42
Ruang_Anemone,63,18.72
Ruang_Buttercup,37,6.88
Ruang_Carnation,67,45.99
Ruang_Delphinium,61,49.24
Ruang_Gladiol,51,12.59
Ruang_Heather,68,39.88
Ruang_Honeysuckle,67,22.4
Ruang_Impatiens,38,17.66
Ruang_Larkspur,70,28.86
Ruang_Mimosa,42,15.75
Ruang_Orchid,30,43.77
Ruang_Periwinkle,46,8.98
Ruang_QueenAnne,56,17.56
Ruang_Rhododendron,51,25.67
Ruang_Sunflower,64,44.36
Ruang_Tuberose,62,14.12
Ruang_Violet,57,47.22
Ruang_Wallflower,43,11.1
Ruang_Xeranthemum,66,14.26
Ruang_YuccaBloom,45,14.37
Ruang_Zephyranthes,35,13.84
Ruang_AcaciaBloom,41,44.9
Ruang_Balsam,49,28.74
Ruang_Coreopsis,64,16.51
Ruang_Echinacea,58,14.53
Ruang_ForgetMeNot,31,35.21
Ruang_Gazania,69,10.22
Ruang_Jacaranda,60,29.8
Ruang_Lantana,41,26.43
Ruang_MorningGlory,32,35.33
Ruang_Nemesia,55,27.69
Ruang_Oxalis,63,29.69
Ruang_Plumeria,64,6.97
Ruang_Statice,34,7.21
Ruang_Verbascum,48,13.08
Ruang_Waterlily,59,31.52
Ruang_ZebraPlant,68,25.96
Ruang_Melati,62,11.23
Ruang_Mawar,48,49.4
Ruang_Anggrek,42,14.74
Ruang_Tulip,36,15.98
Ruang_Matahari,41,13.29
Ruang_Lili,55,47.87
Ruang_Kamboja,48,24.46
Ruang_Kenanga,60,26.42
Ruang_Dahlia,45,24.55
Ruang_Teratai,65,48.8
Ruang_Flamboyan,57,46.64
Ruang_Kana,63,42.55
Ruang_Bougenvil,62,9.18
Ruang_Anyelir,30,28.55
Ruang_Krisan,65,29.32
Ruang_Lavender,36,22.07
Ruang_Sakura,38,20.15
Ruang_Azalea,56,5.88
Ruang_Gardenia,35,10.51
Ruang_Iris,63,14.13
Ruang_Peony,30,34.31
Ruang_Begonia,59,40.92
Ruang_Magnolia,66,20.17
Ruang_Camelia,32,21.94
Ruang_Zinnia,32,16.65
Ruang_Aster,58,29.34
Ruang_Jasmine,58,16.62
Ruang_Hydrangea,49,32.32
Ruang_Freesia,63,48.3
Ruang_Poppy,52,23.93
Ruang_Ranunculus,36,24.61
Ruang_Marigold,32,32.17
Ruang_Verbena,34,37.68
Ruang_Petunia,58,9.56
Ruang_Geranium,50,45.16
Ruang_Cosmos,36,39.39
Ruang_Edelweis,57,43.82
Ruang_Bromelia,59,14.34
Ruang_Heliconia,54,15.3
Ruang_Cempaka,65,49.55
Ruang_Wijayakusuma,45,40.95
Ruang_SedapMalam,48,36.0
Ruang_TapakDara,38,22.38
Ruang_PacarAir,54,46.13
Ruang_BungaSepatu,69,39.59
Ruang_Asoka,30,16.05
Ruang_NusaIndah,45,6.21
Ruang_Kantil,53,20.28
Ruang_Kecubung,66,17.67
Ruang_Soka,35,28.39
Ruang_Lotus,34,34.24
Ruang_Bluebell,33,15.94
Ruang_Daffodil,35,32.7
Ruang_Foxglove,47,15.98
Ruang_Hibiscus,35,23.64
Ruang_Lilac,50,5.9
Ruang_Narcissus,40,47.89
Ruang_Oleander,30,11.33
Ruang_Primrose,44,7.21
Ruang_Snapdragon,62,15.29
Ruang_Wisteria,62,27.7
Ruang_Yarrow,39,42.49
Ruang_Amaryllis,66,26.74
Ruang_Anemone,40,46.9
Ruang_Buttercup,56,38.13
Ruang_Carnation,51,8.99
Ruang_Delphinium,58,6.47
Ruang_Gladiol,37,22.6
Ruang_Heather,55,11.3
Ruang_Honeysuckle,39,32.16
Ruang_Impatiens,34,29.45
Ruang_Larkspur,43,30.48
Ruang_Mimosa,30,28.9
Ruang_Orchid,46,29.27
Ruang_Periwinkle,48,25.37
Ruang_QueenAnne,33,19.23
Ruang_Rhododendron,48,9.44
Ruang_Sunflower,62,16.03
Ruang_Tuberose,65,37.42
Ruang_Violet,70,45.12
Ruang_Wallflower,58,36.1
Ruang_Xeranthemum,48,48.39
Ruang_YuccaBloom,55,34.96
Ruang_Zephyranthes,68,23.92
Ruang_AcaciaBloom,57,30.37
Ruang_Balsam,36,30.31
Ruang_Coreopsis,30,26.05
Ruang_Echinacea,50,14.3
Ruang_ForgetMeNot,67,38.52
Ruang_Gazania,69,10.79
Ruang_Jacaranda,34,13.25
Ruang_Lantana,41,49.43
Ruang_MorningGlory,45,42.52
Ruang_Nemesia,61,49.01
Ruang_Oxalis,56,16.33
Ruang_Plumeria,60,41.09
Ruang_Statice,60,21.28
Ruang_Verbascum,38,16.5
Ruang_Waterlily,61,33.56
Ruang_ZebraPlant,32,22.85
Ruang_Melati,50,23.15
Ruang_Mawar,59,32.21
Ruang_Anggrek,63,48.15
Ruang_Tulip,57,45.51
Ruang_Matahari,52,20.23
Ruang_Lili,51,38.97
Ruang_Kamboja,39,24.82
Ruang_Kenanga,30,49.59
Ruang_Dahlia,50,47.96
Ruang_Teratai,47,38.93
Ruang_Flamboyan,65,15.62
Ruang_Kana,43,43.06
Ruang_Bougenvil,59,22.72
Ruang_Anyelir,49,13.37
Ruang_Krisan,55,37.3
Ruang_Lavender,68,16.92
Ruang_Sakura,32,48.6
Ruang_Azalea,57,38.39
Ruang_Gardenia,49,41.21
Ruang_Iris,61,27.81
Ruang_Peony,56,34.8
Ruang_Begonia,46,31.14
